01 Año,02 Mes,04 Id Cargo,03 Orden,05 Puesto,06 Id,07 Valor,08 KPI,09 Resultado,10 Objetivo,11 Valor Real,12 Calificacion,13 Tendencia,14 Parametros,15 Suma Valor,16 Suma Calificacion,17 Calificacion General
2026,1,303,29,JEFATURA DE PRODUCCIÓN ACCESORIOS,103 c,5,ROTACIÓN DE PERSONAL DE ACCESORIOS,8.4 % ,3 % ,0 % ,0,4,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,85,79.1,93.1 %
2026,1,303,8,JEFATURA DE PRODUCCIÓN ACCESORIOS,3306,3.75,DÍAS DE WIP BILLETERAS,6.5 dias ,7 dias ,100 % ,3.8,2,7 dias  -  100 %<BR>8 dias  -  80 %<BR>9 dias  -  60 %,85,79.1,93.1 %
2026,1,303,6,JEFATURA DE PRODUCCIÓN ACCESORIOS,3305,1.25,EFECTIVIDAD EN ENTREGAS A PT CINTOS ( ANTIGÜEDAD DE LOTES EN WIP ),97.5 % ,100 % ,97.5 % ,1.2,3,Resultado Logrado,85,79.1,93.1 %
2026,1,303,21,JEFATURA DE PRODUCCIÓN ACCESORIOS,3317,1.75,PRODUCTIVIDAD PIEZAS / HOMBRE  ( BOLSAS ),1.70 pzs/hom ,1.60 pzs/hom ,100 % ,1.8,1,,85,79.1,93.1 %
2026,1,303,5,JEFATURA DE PRODUCCIÓN ACCESORIOS,3304,1.75,CUMPLIMIENTO DEL COSTO PRESUPUESTADO <BR> EN MATERIALES DIRECTOS E INDIRECTOS DE CINTOS,100 % ,95 % ,100 % ,1.8,1,95 %  -  100 %<BR>94 %  -  80 %<BR>93 %  -  60 %,85,79.1,93.1 %
2026,1,303,2,JEFATURA DE PRODUCCIÓN ACCESORIOS,3301,3.75,DÍAS DE WIP CINTOS,5.6 dias ,7 dias ,100 % ,3.8,2,7 dias  -  100 %<BR>8 dias  -  80 %<BR>9 dias  -  60 %,85,79.1,93.1 %
2026,1,303,20,JEFATURA DE PRODUCCIÓN ACCESORIOS,3316,3.75,DÍAS DE WIP BOLSAS,6.2 dias ,7 dias ,100 % ,3.8,2,7 dias  -  100 %<BR>8 dias  -  80 %<BR>9 dias  -  60 %,85,79.1,93.1 %
2026,1,303,27,JEFATURA DE PRODUCCIÓN ACCESORIOS,101 dc,,AUDITORIAS INTERNAS DE PRODUCCIÓN ACCESORIOS,NA , , ,,0,,85,79.1,93.1 %
2026,1,303,23,JEFATURA DE PRODUCCIÓN ACCESORIOS,3319,1.75,CUMPLIMIENTO DEL COSTO PRESUPUESTADO <BR> EN MATERIALES DIRECTOS E INDIRECTOS DE BOLSAS,100 % ,95 % ,100 % ,1.8,1,95 %  -  100 %<BR>94 %  -  80 %<BR>93 %  -  60 %,85,79.1,93.1 %
2026,1,303,24,JEFATURA DE PRODUCCIÓN ACCESORIOS,3320,1.25,EFECTIVIDAD EN ENTREGAS A PT BOLSAS ( ANTIGÜEDAD DE LOTES EN WIP ),95.7 % ,100 % ,95.7 % ,1.2,3,Resultado Logrado,85,79.1,93.1 %
2026,1,303,12,JEFATURA DE PRODUCCIÓN ACCESORIOS,3310,1.25,EFECTIVIDAD EN ENTREGAS A PT BILLETERAS ( ANTIGÜEDAD DE LOTES EN WIP ),89.5 % ,100 % ,89.5 % ,1.1,3,Resultado Logrado,85,79.1,93.1 %
2026,1,303,14,JEFATURA DE PRODUCCIÓN ACCESORIOS,3311,3.75,DÍAS DE WIP CHAMARRAS,6.0 dias ,7 dias ,100 % ,3.8,2,7 dias  -  100 %<BR>8 dias  -  80 %<BR>9 dias  -  60 %,85,79.1,93.1 %
2026,1,303,16,JEFATURA DE PRODUCCIÓN ACCESORIOS,3313,1.75,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN CHAMARRAS,$ 452.95 ,$ 529.21 ,100 % ,1.8,2,,85,79.1,93.1 %
2026,1,303,7,JEFATURA DE PRODUCCIÓN ACCESORIOS,3003,5.5,PRODUCTIVIDAD DE BILLETERAS,"5,466 pzs ","5,760 pzs ",94.9 % ,5.2,3,Mayor al 70 %,85,79.1,93.1 %
2026,1,303,4,JEFATURA DE PRODUCCIÓN ACCESORIOS,3303,1.75,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN CINTOS,$ 51.95 ,$ 51.11 ,80 % ,1.4,3,,85,79.1,93.1 %
2026,1,303,13,JEFATURA DE PRODUCCIÓN ACCESORIOS,3004,5.5,PRODUCTIVIDAD DE CHAMARRAS,"2,353 pzs ","2,340 pzs ",100.6 % ,5.5,1,Mayor al 70 %,85,79.1,93.1 %
2026,1,303,22,JEFATURA DE PRODUCCIÓN ACCESORIOS,3318,1.75,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN BOLSAS,$ 323.41 ,$ 338.81 ,100 % ,1.8,2,,85,79.1,93.1 %
2026,1,303,11,JEFATURA DE PRODUCCIÓN ACCESORIOS,3309,1.75,CUMPLIMIENTO DEL COSTO PRESUPUESTADO <BR> EN MATERIALES DIRECTOS E INDIRECTOS DE BILLETERAS,100 % ,95 % ,100 % ,1.8,1,95 %  -  100 %<BR>94 %  -  80 %<BR>93 %  -  60 %,85,79.1,93.1 %
2026,1,303,25,JEFATURA DE PRODUCCIÓN ACCESORIOS,3321,5,REPROCESOS EN PLANTA ( LINEAS DE ACCESORIOS ),1.4 % ,5 % ,100 % ,5,2,5 %  -  100 %<BR>6.5 %  -  80 %<BR>8 %  -  60 %,85,79.1,93.1 %
2026,1,303,10,JEFATURA DE PRODUCCIÓN ACCESORIOS,3308,1.75,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN BILLETERAS,$ 118.08 ,$ 124.01 ,100 % ,1.8,2,,85,79.1,93.1 %
2026,1,303,26,JEFATURA DE PRODUCCIÓN ACCESORIOS,3322,7,BAJAS DE CALIDAD EN PRODUCCIÓN ( LINEAS DE ACCESORIOS ),0 % ,0.5 % ,100 % ,7,2,0.5 %  -  100 %<BR>1 %  -  80 %<BR>1.5 %  -  60 %,85,79.1,93.1 %
2026,1,303,18,JEFATURA DE PRODUCCIÓN ACCESORIOS,3315,1.25,EFECTIVIDAD EN ENTREGAS A PT CHAMARRAS ( ANTIGÜEDAD DE LOTES EN WIP ),94.9 % ,100 % ,94.9 % ,1.2,3,Resultado Logrado,85,79.1,93.1 %
2026,1,303,3,JEFATURA DE PRODUCCIÓN ACCESORIOS,3302,1.75,PRODUCTIVIDAD PIEZAS / HOMBRE  ( CINTOS ),9.72 pzs/hom ,92 pzs/hom ,100 % ,1.8,1,,85,79.1,93.1 %
2026,1,303,15,JEFATURA DE PRODUCCIÓN ACCESORIOS,3312,1.75,PRODUCTIVIDAD PIEZAS / HOMBRE  ( CHAMARRAS ),1.38 pzs/hom ,1.12 pzs/hom ,100 % ,1.8,1,,85,79.1,93.1 %
2026,1,303,19,JEFATURA DE PRODUCCIÓN ACCESORIOS,3005,5.5,PRODUCTIVIDAD DE BOLSAS,"3,300 pzs ","3,240 pzs ",101.9 % ,5.5,1,Mayor al 70 %,85,79.1,93.1 %
2026,1,303,9,JEFATURA DE PRODUCCIÓN ACCESORIOS,3307,1.75,PRODUCTIVIDAD PIEZAS / HOMBRE  ( BILLETERAS ),4.37 pzs/hom ,4.19 pzs/hom ,100 % ,1.8,1,,85,79.1,93.1 %
2026,1,303,30,JEFATURA DE PRODUCCIÓN ACCESORIOS,1005,,GPTW,NA , , ,,0,,85,79.1,93.1 %
2026,1,303,17,JEFATURA DE PRODUCCIÓN ACCESORIOS,3314,1.75,CUMPLIMIENTO DEL COSTO PRESUPUESTADO <BR> EN MATERIALES DIRECTOS E INDIRECTOS DE CHAMARRAS,100 % ,95 % ,100 % ,1.8,1,95 %  -  100 %<BR>94 %  -  80 %<BR>93 %  -  60 %,85,79.1,93.1 %
2026,1,307,4,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,3704,10,ENTREGA DE COSTEOS DE PRODUCTOS CUADRA,100 % ,100 % ,100 % ,10,1,100 %  -  100 %<BR>90 %  -  90 %<BR>80 %  -  80 %,75,67.9,90.5 %
2026,1,307,6,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,101 dg,,AUDITORIAS INTERNAS DE INGENIERÍA DE COSTOS Y SISTEMA,NA , , ,,0,,75,67.9,90.5 %
2026,1,307,9,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,1005,,GPTW,NA , , ,,0,,75,67.9,90.5 %
2026,1,307,3,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,3703,10,AFECTACIÓN DE EXISTENCIAS EN MATERIALES POR MODIFICACIÓN EN CONSTANTES <BR> ( INVENTARIOS SOBRANTES DERIVADOS DE LOS CAMBIOS ),"$ 20,747 ",$ 0.01 ,80 % ,8,3,,75,67.9,90.5 %
2026,1,307,5,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,3705,,CUMPLIMIENTO DEL CALENDARIO DE <BR> DEPURACIÓN DE CONTANTES Y HERRAMENTALES <BR> ( RESULTADO SEMESTRAL | JUNIO Y DICIEMBRE ),NA , , ,,0,,75,67.9,90.5 %
2026,1,307,2,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,3702,20,VARIACIÓN ENTRE EL COSTO REAL DE MATERIALES INDIRECTOS VS PRESUPUESTADO,"$ 1,452,228 ","$ 1,678,185 ",100 % ,20,2,,75,67.9,90.5 %
2026,1,307,8,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,103 d,5,ROTACIÓN DE PERSONAL DE ÁREAS OPERATIVAS,5.6 % ,3 % ,0 % ,0,4,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,75,67.9,90.5 %
2026,1,307,1,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,3701,25,VARIACIÓN ENTRE EL COSTO REAL DE MATERIALES DIRECTOS VS PRESUPUESTADO,"$ 49,539,028 ","$ 50,111,215 ",100 % ,25,2,,75,67.9,90.5 %
2026,1,307,7,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,102 r,5,"AUDITORIA DE 5'S EN EL ÁREA DE INGENIERÍA DE COSTOS Y SISTEMAS",97.8 % ,100 % ,97.8 % ,4.9,3,Resultado Logrado,75,67.9,90.5 %
2026,1,305,8,JEFATURA DE DESARROLLO ACCESORIOS,3508,4,"CUMPLIMIENTO DE LOS AVANCES PARA CUMPLIR CON LOS DÍAS DE WIP <BR> 7 DÍAS EN PROTOTIPOS, MUESTRAS, LOTES PILOTO DE ACCESORIOS",56.5 % ,100 % ,56.5 % ,2.3,3,Resultado Logrado,48,39.9,83.1 %
2026,1,305,12,JEFATURA DE DESARROLLO ACCESORIOS,102 n,5,"AUDITORIA DE 5'S EN EL ÁREA DE ACCESORIOS",96.4 % ,100 % ,96.4 % ,4.8,3,Resultado Logrado,48,39.9,83.1 %
2026,1,305,6,JEFATURA DE DESARROLLO ACCESORIOS,3506,,ENTREGA DE MUESTRAS VS CALENDARIO ESTABLECIDO ACCESORIOS,NA , , ,,0,,48,39.9,83.1 %
2026,1,305,10,JEFATURA DE DESARROLLO ACCESORIOS,3510,8,PORCENTAJE DE REPROCESOS EN MUESTRAS Y LOTES PILOTO DE ACCESORIOS,87 % ,100 % ,87 % ,7,3,Resultado Logrado,48,39.9,83.1 %
2026,1,305,1,JEFATURA DE DESARROLLO ACCESORIOS,3501,,ENTREGA DE PROTOTIPOS VS CALENDARIO ESTABLECIDO ACCESORIOS,NA , , ,,0,,48,39.9,83.1 %
2026,1,305,9,JEFATURA DE DESARROLLO ACCESORIOS,3509,4,CUMPLIMIENTO DE ENTREGA DE PRECOSTEO ACCESORIOS,100 % ,100 % ,100 % ,4,1,Resultado Logrado,48,39.9,83.1 %
2026,1,305,3,JEFATURA DE DESARROLLO ACCESORIOS,3503,,CUMPLIMIENTO EN EL CALENDARIO DE LIBERACIONES <BR> VS. CALENDARIO ESTABLECIDO ACCESORIOS ( SEMESTRAL ),NA , , ,,0,,48,39.9,83.1 %
2026,1,305,7,JEFATURA DE DESARROLLO ACCESORIOS,3507,4,EFECTIVIDAD EN EL PAQUETE TÉCNICO Y ENTREGABLES <BR> EN LA LIBERACIÓN DEL MODELO A PRODUCCIÓN,95.8 % ,100 % ,95.8 % ,3.8,3,Resultado Logrado,48,39.9,83.1 %
2026,1,305,14,JEFATURA DE DESARROLLO ACCESORIOS,1005,,GPTW,NA , , ,,0,,48,39.9,83.1 %
2026,1,305,13,JEFATURA DE DESARROLLO ACCESORIOS,103 d,5,ROTACIÓN DE PERSONAL DE ÁREAS OPERATIVAS,5.6 % ,3 % ,0 % ,0,4,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,48,39.9,83.1 %
2026,1,305,4,JEFATURA DE DESARROLLO ACCESORIOS,3504,9,CUMPLIMIENTO DE ANÁLISIS DE  VIABILIDAD Y FACTIBILIDAD,100 % ,100 % ,100 % ,9,1,Resultado Logrado,48,39.9,83.1 %
2026,1,305,5,JEFATURA DE DESARROLLO ACCESORIOS,3505,,CUMPLIMIENTO DE ENTREGABLES EN LA ETAPA DE <BR> MUESTRAS A INGENIERÍA DE COSTOS Y CONSUMOS ( SEMESTRAL ),NA , , ,,0,,48,39.9,83.1 %
2026,1,305,11,JEFATURA DE DESARROLLO ACCESORIOS,101 de,,AUDITORIAS INTERNAS DE DESARROLLO ACCESORIOS,NA , , ,,0,,48,39.9,83.1 %
2026,1,305,2,JEFATURA DE DESARROLLO ACCESORIOS,3502,9,CUMPLIMIENTO EN LA PRESENTACIÓN DE LOS AMEF VS CALENDARIO ESTABLECIDO,100 % ,100 % ,100 % ,9,1,Resultado Logrado,48,39.9,83.1 %
2026,1,401,6,JEFATURA DE CAPITAL HUMANO,102 u,5,"AUDITORIA DE 5'S EN EL ÁREA DE CAPITAL HUMANO",84.8 % ,100 % ,84.8 % ,4.2,3,Resultado Logrado,85,77.2,90.8 %
2026,1,401,8,JEFATURA DE CAPITAL HUMANO,1005,,GPTW,NA , , ,,0,,85,77.2,90.8 %
2026,1,401,1,JEFATURA DE CAPITAL HUMANO,4101,30,CUMPLIMIENTO DEL TIEMPO DE CONTRATACIÓN (= 15 DÍAS HÁBILES),8.7 días hab. ,15 días hab. ,100 % ,30,2,,85,77.2,90.8 %
2026,1,401,2,JEFATURA DE CAPITAL HUMANO,4102,20,TOTAL DE CAPACITACIONES REALIZADAS VS CAPACITACIONES PLANEADAS,100 % ,90 % ,100 % ,20,1,Mayor al 90 %,85,77.2,90.8 %
2026,1,401,5,JEFATURA DE CAPITAL HUMANO,101 ea,,AUDITORIAS INTERNAS DE CAPITAL HUMANO,NA , , ,,0,,85,77.2,90.8 %
2026,1,401,3,JEFATURA DE CAPITAL HUMANO,4103,15,CUMPLIMIENTO DE NORMATIVA LEGAL EN SEGURIDAD E HIGIENE,80 % ,80 % ,80 % ,12,3,Mayor al 80 %,85,77.2,90.8 %
2026,1,401,4,JEFATURA DE CAPITAL HUMANO,4104,10,AUDITORIAS DE 5´S EJECUTADAS VS PROGRAMADAS,86.7 % ,95 % ,60 % ,6,3,95 %  -  100 %<BR>90 %  -  80 %<BR>85 %  -  60 %,85,77.2,90.8 %
2026,1,401,7,JEFATURA DE CAPITAL HUMANO,103 f,5,ROTACIÓN DE PERSONAL ADMINISTRATIVO,2.5 % ,3 % ,100 % ,5,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,85,77.2,90.8 %
2026,1,402,3,JEFATURA DE GESTION DE CALIDAD,101 eb,,AUDITORIAS INTERNAS DE SISTEMAS DE GESTIÓN,NA , , ,,0,,75,72.6,96.8 %
2026,1,402,6,JEFATURA DE GESTION DE CALIDAD,1005,,GPTW,NA , , ,,0,,75,72.6,96.8 %
2026,1,402,1,JEFATURA DE GESTION DE CALIDAD,4201,40,CUMPLIMIENTO DE AUDITORIAS INTERNAS,95 % ,85 % ,95 % ,38,3,Mayor al 85 %,75,72.6,96.8 %
2026,1,402,2,JEFATURA DE GESTION DE CALIDAD,4202,25,INDICE DE PROCESOS DOCUMENTADOS VS PROCESOS PLANEADOS,100 % ,85 % ,100 % ,25,1,Mayor al 85 %,75,72.6,96.8 %
2026,1,402,5,JEFATURA DE GESTION DE CALIDAD,103 f,5,ROTACIÓN DE PERSONAL ADMINISTRATIVO,2.5 % ,3 % ,100 % ,5,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,75,72.6,96.8 %
2026,1,402,4,JEFATURA DE GESTION DE CALIDAD,102 v,5,"AUDITORIA DE 5'S EN EL ÁREA DE GESTION DE CALIDAD",92.4 % ,100 % ,92.4 % ,4.6,3,Resultado Logrado,75,72.6,96.8 %
2026,1,306,12,JEFATURA DE INGENIERÍA DE PROCESOS,101 df,,AUDITORIAS INTERNAS DE INGENIERÍA DE PROCESOS,NA , , ,,0,,75,66.9,89.2 %
2026,1,306,2,JEFATURA DE INGENIERÍA DE PROCESOS,3102,10,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA DE BOTAS,$ 248.90 ,$ 239.01 ,80 % ,8,3,,75,66.9,89.2 %
2026,1,306,9,JEFATURA DE INGENIERÍA DE PROCESOS,3307,5,PRODUCTIVIDAD PIEZAS / HOMBRE  ( BILLETERAS ),4.37 pzs/hom ,4.19 pzs/hom ,100 % ,5,1,,75,66.9,89.2 %
2026,1,306,11,JEFATURA DE INGENIERÍA DE PROCESOS,3317,5,PRODUCTIVIDAD PIEZAS / HOMBRE  ( BOLSAS ),1.70 pzs/hom ,1.60 pzs/hom ,100 % ,5,1,,75,66.9,89.2 %
2026,1,306,3,JEFATURA DE INGENIERÍA DE PROCESOS,3303,5,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN CINTOS,$ 51.95 ,$ 51.11 ,80 % ,4,3,,75,66.9,89.2 %
2026,1,306,6,JEFATURA DE INGENIERÍA DE PROCESOS,3318,10,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN BOLSAS,$ 323.41 ,$ 338.81 ,100 % ,10,2,,75,66.9,89.2 %
2026,1,306,10,JEFATURA DE INGENIERÍA DE PROCESOS,3312,5,PRODUCTIVIDAD PIEZAS / HOMBRE  ( CHAMARRAS ),1.38 pzs/hom ,1.12 pzs/hom ,100 % ,5,1,,75,66.9,89.2 %
2026,1,306,13,JEFATURA DE INGENIERÍA DE PROCESOS,102 q,5,"AUDITORIA DE 5'S EN EL ÁREA DE INGENIERÍA DE PROCESOS",97.8 % ,100 % ,97.8 % ,4.9,3,Resultado Logrado,75,66.9,89.2 %
2026,1,306,15,JEFATURA DE INGENIERÍA DE PROCESOS,1005,,GPTW,NA , , ,,0,,75,66.9,89.2 %
2026,1,306,4,JEFATURA DE INGENIERÍA DE PROCESOS,3308,5,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN BILLETERAS,$ 118.08 ,$ 124.01 ,100 % ,5,2,,75,66.9,89.2 %
2026,1,306,1,JEFATURA DE INGENIERÍA DE PROCESOS,3601,,CUMPLIMIENTO DEL PROGRAMA DE <BR> PROYECTOS DE MEJORA CONTINUA ( RESULTADO TRIMESTRAL ),NA , , ,,0,,75,66.9,89.2 %
2026,1,306,8,JEFATURA DE INGENIERÍA DE PROCESOS,3302,5,PRODUCTIVIDAD PIEZAS / HOMBRE  ( CINTOS ),9.72 pzs/hom ,92 pzs/hom ,100 % ,5,1,,75,66.9,89.2 %
2026,1,306,14,JEFATURA DE INGENIERÍA DE PROCESOS,103 d,5,ROTACIÓN DE PERSONAL DE ÁREAS OPERATIVAS,5.6 % ,3 % ,0 % ,0,4,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,75,66.9,89.2 %
2026,1,306,7,JEFATURA DE INGENIERÍA DE PROCESOS,3101,5,PRODUCTIVIDAD PARES / HOMBRE ( BOTAS ),3.74 prs/hom ,3.50 prs/hom ,100 % ,5,1,,75,66.9,89.2 %
2026,1,306,5,JEFATURA DE INGENIERÍA DE PROCESOS,3313,10,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN CHAMARRAS,$ 452.95 ,$ 529.21 ,100 % ,10,2,,75,66.9,89.2 %
2026,1,103,8,JEFATURA DE PPCP,102 h,5,"AUDITORIA DE 5'S EN EL ÁREA DE PPCP",100 % ,100 % ,100 % ,5,1,Resultado Logrado,95,80,84.2 %
2026,1,103,1,JEFATURA DE PPCP,1301,25,ADMINISTRACIÓN DE LA DEMANDA DE BOTAS,4 semanas ,4 semanas ,100 % ,25,6,Resultado Logrado,95,80,84.2 %
2026,1,103,7,JEFATURA DE PPCP,1307,10,CUMPLIMIENTO DEL PRESUPUESTO EN AVÍOS <BR> ( MATERIALES GESTIONADOS POR PPCP ),"$ 3,234,921 ","$ 2,773,348 ",116.6 % ,0,4,Menor al 110 %,95,80,84.2 %
2026,1,103,2,JEFATURA DE PPCP,1302,10,ADMINISTRACIÓN DE LA DEMANDA DE CINTOS,3 semanas ,4 semanas ,75 % ,7.5,3,Resultado Logrado,95,80,84.2 %
2026,1,103,6,JEFATURA DE PPCP,1306,10,EFECTIVIDAD DE ÍTEMS NEGROS / AMARILLOS VS NECESIDAD EN PREMONTADO <BR> ( ÍTEMS SIN EXISTENCIA O PARCIALIDADES DE AVÍO QUE CONTROLA PPCP ),0 items ,1 item ,100 % ,10,2,,95,80,84.2 %
2026,1,103,10,JEFATURA DE PPCP,1005,,GPTW,NA , , ,,0,,95,80,84.2 %
2026,1,103,5,JEFATURA DE PPCP,1305,10,ADMINISTRACIÓN DE LA DEMANDA DE BOLSAS,4 semanas ,4 semanas ,100 % ,10,6,Resultado Logrado,95,80,84.2 %
2026,1,103,4,JEFATURA DE PPCP,1304,10,ADMINISTRACIÓN DE LA DEMANDA DE CHAMARRAS,4 semanas ,4 semanas ,100 % ,10,6,Resultado Logrado,95,80,84.2 %
2026,1,103,3,JEFATURA DE PPCP,1303,10,ADMINISTRACIÓN DE LA DEMANDA DE BILLETERAS,3 semanas ,4 semanas ,75 % ,7.5,3,Resultado Logrado,95,80,84.2 %
2026,1,103,9,JEFATURA DE PPCP,103 f,5,ROTACIÓN DE PERSONAL ADMINISTRATIVO,2.5 % ,3 % ,100 % ,5,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,95,80,84.2 %
2026,1,309,8,JEFATURA DE MAQUILAS,102 t,5,"AUDITORIA DE 5'S EN EL ÁREA DE MAQUILAS",97.1 % ,100 % ,97.1 % ,4.9,3,Resultado Logrado,85,66.4,78.1 %
2026,1,309,2,JEFATURA DE MAQUILAS,3902,15,CUMPLIMIENTO DE FECHAS DE ENTREGA DE MAQUILA EXTERNA DE CINTOS <BR> VS FECHAS ESTABLECIDAS DE ENTREGA <BR> ( MÁXIMO 13 DÍAS HÁBILES A PARTIR DE LA FECHA DE PROGRAMACIÓN ),92 % ,95 % ,90 % ,13.5,3,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,85,66.4,78.1 %
2026,1,309,3,JEFATURA DE MAQUILAS,3903,15,EFICIENCIA EN TIEMPO DE ENTREGA DE LOS PROVEEDORES DE AVÍOS <BR> ( CFI MÁXIMO 7 DÍAS HÁBILES Y MORAN MÁXIMO 8 DÍAS HÁBILES ),97 % ,95 % ,100 % ,15,1,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,85,66.4,78.1 %
2026,1,309,1,JEFATURA DE MAQUILAS,3901,20,CUMPLIMIENTO DE FECHAS DE ENTREGA DE BETA 7 <BR> VS FECHAS ESTABLECIDAS DE ENTREGA <BR> ( MÁXIMO 17 DÍAS HÁBILES A PARTIR DE LA FECHA DE PROGRAMACIÓN ),94.5 % ,95 % ,90 % ,18,3,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,85,66.4,78.1 %
2026,1,309,9,JEFATURA DE MAQUILAS,103 d,5,ROTACIÓN DE PERSONAL DE ÁREAS OPERATIVAS,5.6 % ,3 % ,0 % ,0,4,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,85,66.4,78.1 %
2026,1,309,4,JEFATURA DE MAQUILAS,3904,10,CUMPLIMIENTO EN EL REGRESOS DE MATERIALES SOBRANTES  AL ALMACÉN DE PIELES  <BR>  PARA PROGRAMAS DE BETA 7 <BR> ( REGRESOS EN UN MÁXIMO DE 28 DÍAS NATURALES DESPUÉS DE SU PROGRAMACIÓN ),100 % ,100 % ,100 % ,10,1,,85,66.4,78.1 %
2026,1,309,10,JEFATURA DE MAQUILAS,1005,,GPTW,NA , , ,,0,,85,66.4,78.1 %
2026,1,309,6,JEFATURA DE MAQUILAS,3906,5,EFICIENCIA EN LA ACTUALIZACIÓN DE COSTOS PARA MAQUILAS <BR> ( LOS COSTOS EN SISTEMA Y LOS DOCUMENTOS DE LA CARPETA DE ANEXOS  DEBEN<BR> SER ACTUALIZADOS EN MÁXIMO EN UNA SEMANA HÁBIL SIGUIENTE A SU RECEPCIÓN ),100 % ,100 % ,100 % ,5,1,,85,66.4,78.1 %
2026,1,309,5,JEFATURA DE MAQUILAS,3905,10,CUMPLIMIENTO EN EL REGRESOS DE MATERIALES  SOBRANTES AL ALMACÉN DE PIELES <BR> PARA PROGRAMAS DE MAQUILA EXTERNA DE CINTOS  <BR> ( REGRESOS EN UN MÁXIMO DE 21 DÍAS NATURALES DESPUÉS DE SU PROGRAMACIÓN ),75 % ,100 % ,0 % ,0,5,,85,66.4,78.1 %
2026,1,309,7,JEFATURA DE MAQUILAS,101 di,,AUDITORIAS INTERNAS DE MAQUILAS,NA , , ,,0,,85,66.4,78.1 %
2026,1,301,10,JEFATURA DE PRODUCCIÓN BOTAS I,102 l,5,"AUDITORIA DE 5'S EN EL ÁREA DE BOTAS I",95 % ,100 % ,95 % ,4.7,3,Resultado Logrado,70,62.6,89.4 %
2026,1,301,7,JEFATURA DE PRODUCCIÓN BOTAS I,3105,5,REPROCESOS EN PLANTA ( LINEA DE BOTAS ),2.9 % ,5 % ,100 % ,5,2,5 %  -  100 %<BR>6.5 %  -  80 %<BR>8 %  -  60 %,70,62.6,89.4 %
2026,1,301,8,JEFATURA DE PRODUCCIÓN BOTAS I,3106,7,BAJAS DE CALIDAD EN PRODUCCIÓN ( LINEA DE BOTAS ),0 % ,0.5 % ,100 % ,7,2,0.5 %  -  100 %<BR>1 %  -  80 %<BR>1.5 %  -  60 %,70,62.6,89.4 %
2026,1,301,6,JEFATURA DE PRODUCCIÓN BOTAS I,3104,5,EFECTIVIDAD EN ENTREGAS A PT ( ANTIGÜEDAD DE LOTES EN WIP ),91.8 % ,100 % ,91.8 % ,4.6,3,Resultado Logrado,70,62.6,89.4 %
2026,1,301,9,JEFATURA DE PRODUCCIÓN BOTAS I,101 da,,AUDITORIAS INTERNAS DE PRODUCCIÓN BOTAS I,NA , , ,,0,,70,62.6,89.4 %
2026,1,301,11,JEFATURA DE PRODUCCIÓN BOTAS I,103 b,5,ROTACIÓN DE PERSONAL DE BOTAS,4.9 % ,3 % ,0 % ,0,4,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,70,62.6,89.4 %
2026,1,301,12,JEFATURA DE PRODUCCIÓN BOTAS I,1005,,GPTW,NA , , ,,0,,70,62.6,89.4 %
2026,1,301,3,JEFATURA DE PRODUCCIÓN BOTAS I,3101,7,PRODUCTIVIDAD PARES / HOMBRE ( BOTAS ),3.74 prs/hom ,3.50 prs/hom ,100 % ,7,1,,70,62.6,89.4 %
